97.88	15.76
136.05	19.58
159.81	28.17
174.91	38.7
186.32	50.29
196.15	62.79
205.41	76.42
214.79	91.61
225.01	109.34
114.28	48.56
128.79	50.09
143.3	54.49
156.92	61.32
169.47	70.22
181.22	81.0
192.61	93.78
204.3	109.18
217.52	129.2
133.27	86.52
142.19	87.68
151.94	91.17
162.24	96.97
173.03	105.25
184.46	116.4
197.28	131.84
